Unnamed: 0,arch_id,conf
13283,13283,"{'name': 'infer.tiny', 'C': 16, 'N': 5, 'arch_str': '|none~0|+|nor_conv_1x1~0|skip_connect~1|+|none~0|nor_conv_1x1~1|avg_pool_3x3~2|', 'num_classes': 120}"
13284,13284,"{'name': 'infer.tiny', 'C': 16, 'N': 5, 'arch_str': '|skip_connect~0|+|none~0|nor_conv_3x3~1|+|skip_connect~0|none~1|skip_connect~2|', 'num_classes': 120}"
13285,13285,"{'name': 'infer.tiny', 'C': 16, 'N': 5, 'arch_str': '|nor_conv_3x3~0|+|none~0|none~1|+|none~0|nor_conv_3x3~1|nor_conv_1x1~2|', 'num_classes': 120}"
13286,13286,"{'name': 'infer.tiny', 'C': 16, 'N': 5, 'arch_str': '|none~0|+|none~0|nor_conv_1x1~1|+|none~0|none~1|nor_conv_3x3~2|', 'num_classes': 120}"
13287,13287,"{'name': 'infer.tiny', 'C': 16, 'N': 5, 'arch_str': '|skip_connect~0|+|none~0|nor_conv_1x1~1|+|skip_connect~0|nor_conv_1x1~1|skip_connect~2|', 'num_classes': 120}"
13288,13288,"{'name': 'infer.tiny', 'C': 16, 'N': 5, 'arch_str': '|nor_conv_3x3~0|+|avg_pool_3x3~0|none~1|+|nor_conv_3x3~0|avg_pool_3x3~1|avg_pool_3x3~2|', 'num_classes': 120}"
13289,13289,"{'name': 'infer.tiny', 'C': 16, 'N': 5, 'arch_str': '|nor_conv_1x1~0|+|nor_conv_1x1~0|nor_conv_1x1~1|+|avg_pool_3x3~0|nor_conv_1x1~1|skip_connect~2|', 'num_classes': 120}"
13290,13290,"{'name': 'infer.tiny', 'C': 16, 'N': 5, 'arch_str': '|nor_conv_1x1~0|+|skip_connect~0|nor_conv_1x1~1|+|none~0|skip_connect~1|avg_pool_3x3~2|', 'num_classes': 120}"
13291,13291,"{'name': 'infer.tiny', 'C': 16, 'N': 5, 'arch_str': '|nor_conv_3x3~0|+|nor_conv_1x1~0|nor_conv_1x1~1|+|skip_connect~0|none~1|nor_conv_1x1~2|', 'num_classes': 120}"
13292,13292,"{'name': 'infer.tiny', 'C': 16, 'N': 5, 'arch_str': '|skip_connect~0|+|skip_connect~0|avg_pool_3x3~1|+|nor_conv_1x1~0|nor_conv_3x3~1|nor_conv_1x1~2|', 'num_classes': 120}"
13293,13293,"{'name': 'infer.tiny', 'C': 16, 'N': 5, 'arch_str': '|none~0|+|skip_connect~0|none~1|+|nor_conv_3x3~0|skip_connect~1|avg_pool_3x3~2|', 'num_classes': 120}"
13294,13294,"{'name': 'infer.tiny', 'C': 16, 'N': 5, 'arch_str': '|skip_connect~0|+|avg_pool_3x3~0|none~1|+|nor_conv_1x1~0|none~1|avg_pool_3x3~2|', 'num_classes': 120}"
13295,13295,"{'name': 'infer.tiny', 'C': 16, 'N': 5, 'arch_str': '|nor_conv_3x3~0|+|nor_conv_3x3~0|nor_conv_3x3~1|+|skip_connect~0|avg_pool_3x3~1|avg_pool_3x3~2|', 'num_classes': 120}"
13296,13296,"{'name': 'infer.tiny', 'C': 16, 'N': 5, 'arch_str': '|nor_conv_1x1~0|+|skip_connect~0|nor_conv_1x1~1|+|nor_conv_1x1~0|avg_pool_3x3~1|nor_conv_1x1~2|', 'num_classes': 120}"
13297,13297,"{'name': 'infer.tiny', 'C': 16, 'N': 5, 'arch_str': '|none~0|+|skip_connect~0|nor_conv_1x1~1|+|nor_conv_3x3~0|nor_conv_1x1~1|none~2|', 'num_classes': 120}"
13298,13298,"{'name': 'infer.tiny', 'C': 16, 'N': 5, 'arch_str': '|avg_pool_3x3~0|+|avg_pool_3x3~0|nor_conv_3x3~1|+|nor_conv_3x3~0|nor_conv_3x3~1|avg_pool_3x3~2|', 'num_classes': 120}"
13299,13299,"{'name': 'infer.tiny', 'C': 16, 'N': 5, 'arch_str': '|nor_conv_3x3~0|+|none~0|none~1|+|skip_connect~0|avg_pool_3x3~1|skip_connect~2|', 'num_classes': 120}"
13300,13300,"{'name': 'infer.tiny', 'C': 16, 'N': 5, 'arch_str': '|nor_conv_3x3~0|+|avg_pool_3x3~0|none~1|+|avg_pool_3x3~0|nor_conv_1x1~1|nor_conv_3x3~2|', 'num_classes': 120}"
13301,13301,"{'name': 'infer.tiny', 'C': 16, 'N': 5, 'arch_str': '|nor_conv_3x3~0|+|none~0|avg_pool_3x3~1|+|nor_conv_3x3~0|nor_conv_3x3~1|none~2|', 'num_classes': 120}"
13302,13302,"{'name': 'infer.tiny', 'C': 16, 'N': 5, 'arch_str': '|skip_connect~0|+|avg_pool_3x3~0|nor_conv_3x3~1|+|avg_pool_3x3~0|nor_conv_1x1~1|nor_conv_3x3~2|', 'num_classes': 120}"
13303,13303,"{'name': 'infer.tiny', 'C': 16, 'N': 5, 'arch_str': '|skip_connect~0|+|nor_conv_3x3~0|skip_connect~1|+|skip_connect~0|skip_connect~1|nor_conv_3x3~2|', 'num_classes': 120}"
13304,13304,"{'name': 'infer.tiny', 'C': 16, 'N': 5, 'arch_str': '|skip_connect~0|+|nor_conv_3x3~0|skip_connect~1|+|nor_conv_1x1~0|skip_connect~1|skip_connect~2|', 'num_classes': 120}"
13305,13305,"{'name': 'infer.tiny', 'C': 16, 'N': 5, 'arch_str': '|nor_conv_3x3~0|+|none~0|none~1|+|nor_conv_1x1~0|none~1|skip_connect~2|', 'num_classes': 120}"
13306,13306,"{'name': 'infer.tiny', 'C': 16, 'N': 5, 'arch_str': '|nor_conv_1x1~0|+|avg_pool_3x3~0|none~1|+|nor_conv_3x3~0|avg_pool_3x3~1|skip_connect~2|', 'num_classes': 120}"
13307,13307,"{'name': 'infer.tiny', 'C': 16, 'N': 5, 'arch_str': '|avg_pool_3x3~0|+|nor_conv_1x1~0|skip_connect~1|+|nor_conv_1x1~0|nor_conv_1x1~1|nor_conv_1x1~2|', 'num_classes': 120}"
13308,13308,"{'name': 'infer.tiny', 'C': 16, 'N': 5, 'arch_str': '|skip_connect~0|+|nor_conv_1x1~0|avg_pool_3x3~1|+|nor_conv_1x1~0|nor_conv_3x3~1|nor_conv_3x3~2|', 'num_classes': 120}"
13309,13309,"{'name': 'infer.tiny', 'C': 16, 'N': 5, 'arch_str': '|nor_conv_3x3~0|+|avg_pool_3x3~0|avg_pool_3x3~1|+|nor_conv_3x3~0|skip_connect~1|avg_pool_3x3~2|', 'num_classes': 120}"
13310,13310,"{'name': 'infer.tiny', 'C': 16, 'N': 5, 'arch_str': '|none~0|+|nor_conv_3x3~0|nor_conv_1x1~1|+|nor_conv_1x1~0|nor_conv_1x1~1|avg_pool_3x3~2|', 'num_classes': 120}"
13311,13311,"{'name': 'infer.tiny', 'C': 16, 'N': 5, 'arch_str': '|nor_conv_3x3~0|+|avg_pool_3x3~0|none~1|+|nor_conv_1x1~0|none~1|avg_pool_3x3~2|', 'num_classes': 120}"
13312,13312,"{'name': 'infer.tiny', 'C': 16, 'N': 5, 'arch_str': '|skip_connect~0|+|none~0|nor_conv_3x3~1|+|skip_connect~0|nor_conv_3x3~1|none~2|', 'num_classes': 120}"
13313,13313,"{'name': 'infer.tiny', 'C': 16, 'N': 5, 'arch_str': '|none~0|+|nor_conv_1x1~0|skip_connect~1|+|none~0|skip_connect~1|skip_connect~2|', 'num_classes': 120}"
13314,13314,"{'name': 'infer.tiny', 'C': 16, 'N': 5, 'arch_str': '|avg_pool_3x3~0|+|none~0|avg_pool_3x3~1|+|none~0|none~1|nor_conv_1x1~2|', 'num_classes': 120}"
13315,13315,"{'name': 'infer.tiny', 'C': 16, 'N': 5, 'arch_str': '|nor_conv_3x3~0|+|nor_conv_1x1~0|none~1|+|avg_pool_3x3~0|avg_pool_3x3~1|nor_conv_3x3~2|', 'num_classes': 120}"
13316,13316,"{'name': 'infer.tiny', 'C': 16, 'N': 5, 'arch_str': '|nor_conv_3x3~0|+|skip_connect~0|skip_connect~1|+|nor_conv_1x1~0|none~1|nor_conv_1x1~2|', 'num_classes': 120}"
13317,13317,"{'name': 'infer.tiny', 'C': 16, 'N': 5, 'arch_str': '|none~0|+|nor_conv_3x3~0|skip_connect~1|+|nor_conv_1x1~0|avg_pool_3x3~1|nor_conv_1x1~2|', 'num_classes': 120}"
13318,13318,"{'name': 'infer.tiny', 'C': 16, 'N': 5, 'arch_str': '|nor_conv_3x3~0|+|nor_conv_3x3~0|nor_conv_3x3~1|+|avg_pool_3x3~0|none~1|avg_pool_3x3~2|', 'num_classes': 120}"
13319,13319,"{'name': 'infer.tiny', 'C': 16, 'N': 5, 'arch_str': '|nor_conv_1x1~0|+|nor_conv_1x1~0|none~1|+|nor_conv_1x1~0|nor_conv_3x3~1|none~2|', 'num_classes': 120}"
13320,13320,"{'name': 'infer.tiny', 'C': 16, 'N': 5, 'arch_str': '|none~0|+|avg_pool_3x3~0|nor_conv_1x1~1|+|nor_conv_1x1~0|none~1|none~2|', 'num_classes': 120}"
13321,13321,"{'name': 'infer.tiny', 'C': 16, 'N': 5, 'arch_str': '|none~0|+|none~0|nor_conv_1x1~1|+|skip_connect~0|nor_conv_1x1~1|avg_pool_3x3~2|', 'num_classes': 120}"
13322,13322,"{'name': 'infer.tiny', 'C': 16, 'N': 5, 'arch_str': '|avg_pool_3x3~0|+|avg_pool_3x3~0|avg_pool_3x3~1|+|avg_pool_3x3~0|nor_conv_3x3~1|none~2|', 'num_classes': 120}"
13323,13323,"{'name': 'infer.tiny', 'C': 16, 'N': 5, 'arch_str': '|nor_conv_1x1~0|+|nor_conv_1x1~0|nor_conv_1x1~1|+|nor_conv_3x3~0|nor_conv_3x3~1|nor_conv_1x1~2|', 'num_classes': 120}"
13324,13324,"{'name': 'infer.tiny', 'C': 16, 'N': 5, 'arch_str': '|none~0|+|none~0|none~1|+|none~0|nor_conv_1x1~1|none~2|', 'num_classes': 120}"
13325,13325,"{'name': 'infer.tiny', 'C': 16, 'N': 5, 'arch_str': '|skip_connect~0|+|nor_conv_3x3~0|nor_conv_3x3~1|+|nor_conv_1x1~0|skip_connect~1|nor_conv_3x3~2|', 'num_classes': 120}"
13326,13326,"{'name': 'infer.tiny', 'C': 16, 'N': 5, 'arch_str': '|skip_connect~0|+|nor_conv_1x1~0|nor_conv_3x3~1|+|nor_conv_3x3~0|nor_conv_3x3~1|nor_conv_3x3~2|', 'num_classes': 120}"
13327,13327,"{'name': 'infer.tiny', 'C': 16, 'N': 5, 'arch_str': '|none~0|+|none~0|skip_connect~1|+|nor_conv_1x1~0|none~1|nor_conv_1x1~2|', 'num_classes': 120}"
13328,13328,"{'name': 'infer.tiny', 'C': 16, 'N': 5, 'arch_str': '|skip_connect~0|+|nor_conv_3x3~0|none~1|+|skip_connect~0|nor_conv_3x3~1|skip_connect~2|', 'num_classes': 120}"
13329,13329,"{'name': 'infer.tiny', 'C': 16, 'N': 5, 'arch_str': '|skip_connect~0|+|none~0|nor_conv_3x3~1|+|none~0|nor_conv_1x1~1|none~2|', 'num_classes': 120}"
13330,13330,"{'name': 'infer.tiny', 'C': 16, 'N': 5, 'arch_str': '|skip_connect~0|+|skip_connect~0|nor_conv_3x3~1|+|skip_connect~0|nor_conv_3x3~1|nor_conv_1x1~2|', 'num_classes': 120}"
13331,13331,"{'name': 'infer.tiny', 'C': 16, 'N': 5, 'arch_str': '|nor_conv_1x1~0|+|nor_conv_3x3~0|nor_conv_3x3~1|+|avg_pool_3x3~0|skip_connect~1|none~2|', 'num_classes': 120}"
13332,13332,"{'name': 'infer.tiny', 'C': 16, 'N': 5, 'arch_str': '|none~0|+|avg_pool_3x3~0|nor_conv_3x3~1|+|avg_pool_3x3~0|skip_connect~1|avg_pool_3x3~2|', 'num_classes': 120}"
13333,13333,"{'name': 'infer.tiny', 'C': 16, 'N': 5, 'arch_str': '|nor_conv_1x1~0|+|avg_pool_3x3~0|none~1|+|avg_pool_3x3~0|avg_pool_3x3~1|nor_conv_3x3~2|', 'num_classes': 120}"
13334,13334,"{'name': 'infer.tiny', 'C': 16, 'N': 5, 'arch_str': '|avg_pool_3x3~0|+|avg_pool_3x3~0|avg_pool_3x3~1|+|skip_connect~0|avg_pool_3x3~1|skip_connect~2|', 'num_classes': 120}"
13335,13335,"{'name': 'infer.tiny', 'C': 16, 'N': 5, 'arch_str': '|nor_conv_1x1~0|+|none~0|nor_conv_1x1~1|+|nor_conv_1x1~0|avg_pool_3x3~1|nor_conv_3x3~2|', 'num_classes': 120}"
13336,13336,"{'name': 'infer.tiny', 'C': 16, 'N': 5, 'arch_str': '|nor_conv_1x1~0|+|nor_conv_1x1~0|nor_conv_1x1~1|+|nor_conv_3x3~0|none~1|nor_conv_3x3~2|', 'num_classes': 120}"
13337,13337,"{'name': 'infer.tiny', 'C': 16, 'N': 5, 'arch_str': '|avg_pool_3x3~0|+|avg_pool_3x3~0|skip_connect~1|+|nor_conv_3x3~0|none~1|skip_connect~2|', 'num_classes': 120}"
13338,13338,"{'name': 'infer.tiny', 'C': 16, 'N': 5, 'arch_str': '|nor_conv_3x3~0|+|nor_conv_3x3~0|skip_connect~1|+|avg_pool_3x3~0|none~1|skip_connect~2|', 'num_classes': 120}"
13339,13339,"{'name': 'infer.tiny', 'C': 16, 'N': 5, 'arch_str': '|nor_conv_1x1~0|+|avg_pool_3x3~0|none~1|+|avg_pool_3x3~0|avg_pool_3x3~1|avg_pool_3x3~2|', 'num_classes': 120}"
13340,13340,"{'name': 'infer.tiny', 'C': 16, 'N': 5, 'arch_str': '|nor_conv_1x1~0|+|nor_conv_3x3~0|none~1|+|skip_connect~0|avg_pool_3x3~1|none~2|', 'num_classes': 120}"
13341,13341,"{'name': 'infer.tiny', 'C': 16, 'N': 5, 'arch_str': '|skip_connect~0|+|nor_conv_3x3~0|none~1|+|avg_pool_3x3~0|nor_conv_1x1~1|skip_connect~2|', 'num_classes': 120}"
13342,13342,"{'name': 'infer.tiny', 'C': 16, 'N': 5, 'arch_str': '|skip_connect~0|+|none~0|none~1|+|avg_pool_3x3~0|nor_conv_3x3~1|avg_pool_3x3~2|', 'num_classes': 120}"
13343,13343,"{'name': 'infer.tiny', 'C': 16, 'N': 5, 'arch_str': '|nor_conv_1x1~0|+|nor_conv_1x1~0|avg_pool_3x3~1|+|avg_pool_3x3~0|nor_conv_1x1~1|nor_conv_3x3~2|', 'num_classes': 120}"
13344,13344,"{'name': 'infer.tiny', 'C': 16, 'N': 5, 'arch_str': '|nor_conv_1x1~0|+|avg_pool_3x3~0|nor_conv_1x1~1|+|skip_connect~0|none~1|avg_pool_3x3~2|', 'num_classes': 120}"
13345,13345,"{'name': 'infer.tiny', 'C': 16, 'N': 5, 'arch_str': '|nor_conv_3x3~0|+|nor_conv_1x1~0|none~1|+|none~0|nor_conv_3x3~1|nor_conv_3x3~2|', 'num_classes': 120}"
13346,13346,"{'name': 'infer.tiny', 'C': 16, 'N': 5, 'arch_str': '|none~0|+|skip_connect~0|none~1|+|nor_conv_1x1~0|nor_conv_3x3~1|none~2|', 'num_classes': 120}"
13347,13347,"{'name': 'infer.tiny', 'C': 16, 'N': 5, 'arch_str': '|nor_conv_1x1~0|+|avg_pool_3x3~0|none~1|+|nor_conv_3x3~0|nor_conv_3x3~1|avg_pool_3x3~2|', 'num_classes': 120}"
13348,13348,"{'name': 'infer.tiny', 'C': 16, 'N': 5, 'arch_str': '|skip_connect~0|+|skip_connect~0|skip_connect~1|+|skip_connect~0|nor_conv_3x3~1|avg_pool_3x3~2|', 'num_classes': 120}"
13349,13349,"{'name': 'infer.tiny', 'C': 16, 'N': 5, 'arch_str': '|nor_conv_3x3~0|+|nor_conv_1x1~0|none~1|+|none~0|skip_connect~1|skip_connect~2|', 'num_classes': 120}"
13350,13350,"{'name': 'infer.tiny', 'C': 16, 'N': 5, 'arch_str': '|skip_connect~0|+|skip_connect~0|nor_conv_3x3~1|+|avg_pool_3x3~0|skip_connect~1|avg_pool_3x3~2|', 'num_classes': 120}"
13351,13351,"{'name': 'infer.tiny', 'C': 16, 'N': 5, 'arch_str': '|avg_pool_3x3~0|+|nor_conv_3x3~0|avg_pool_3x3~1|+|skip_connect~0|none~1|skip_connect~2|', 'num_classes': 120}"
13352,13352,"{'name': 'infer.tiny', 'C': 16, 'N': 5, 'arch_str': '|nor_conv_3x3~0|+|none~0|skip_connect~1|+|skip_connect~0|skip_connect~1|nor_conv_3x3~2|', 'num_classes': 120}"
13353,13353,"{'name': 'infer.tiny', 'C': 16, 'N': 5, 'arch_str': '|none~0|+|avg_pool_3x3~0|nor_conv_1x1~1|+|nor_conv_1x1~0|skip_connect~1|nor_conv_3x3~2|', 'num_classes': 120}"
13354,13354,"{'name': 'infer.tiny', 'C': 16, 'N': 5, 'arch_str': '|nor_conv_1x1~0|+|nor_conv_3x3~0|skip_connect~1|+|nor_conv_1x1~0|avg_pool_3x3~1|nor_conv_3x3~2|', 'num_classes': 120}"
13355,13355,"{'name': 'infer.tiny', 'C': 16, 'N': 5, 'arch_str': '|avg_pool_3x3~0|+|none~0|skip_connect~1|+|avg_pool_3x3~0|none~1|nor_conv_3x3~2|', 'num_classes': 120}"
13356,13356,"{'name': 'infer.tiny', 'C': 16, 'N': 5, 'arch_str': '|avg_pool_3x3~0|+|nor_conv_3x3~0|nor_conv_3x3~1|+|nor_conv_3x3~0|avg_pool_3x3~1|nor_conv_3x3~2|', 'num_classes': 120}"
13357,13357,"{'name': 'infer.tiny', 'C': 16, 'N': 5, 'arch_str': '|nor_conv_1x1~0|+|nor_conv_3x3~0|skip_connect~1|+|avg_pool_3x3~0|nor_conv_1x1~1|none~2|', 'num_classes': 120}"
13358,13358,"{'name': 'infer.tiny', 'C': 16, 'N': 5, 'arch_str': '|skip_connect~0|+|none~0|nor_conv_3x3~1|+|avg_pool_3x3~0|none~1|skip_connect~2|', 'num_classes': 120}"
13359,13359,"{'name': 'infer.tiny', 'C': 16, 'N': 5, 'arch_str': '|nor_conv_1x1~0|+|skip_connect~0|nor_conv_3x3~1|+|nor_conv_3x3~0|nor_conv_3x3~1|skip_connect~2|', 'num_classes': 120}"
13360,13360,"{'name': 'infer.tiny', 'C': 16, 'N': 5, 'arch_str': '|skip_connect~0|+|skip_connect~0|skip_connect~1|+|nor_conv_1x1~0|nor_conv_1x1~1|none~2|', 'num_classes': 120}"
13361,13361,"{'name': 'infer.tiny', 'C': 16, 'N': 5, 'arch_str': '|none~0|+|nor_conv_1x1~0|nor_conv_1x1~1|+|nor_conv_1x1~0|nor_conv_1x1~1|nor_conv_1x1~2|', 'num_classes': 120}"
13362,13362,"{'name': 'infer.tiny', 'C': 16, 'N': 5, 'arch_str': '|nor_conv_1x1~0|+|avg_pool_3x3~0|avg_pool_3x3~1|+|nor_conv_1x1~0|nor_conv_1x1~1|nor_conv_1x1~2|', 'num_classes': 120}"
13363,13363,"{'name': 'infer.tiny', 'C': 16, 'N': 5, 'arch_str': '|nor_conv_3x3~0|+|none~0|nor_conv_1x1~1|+|skip_connect~0|nor_conv_1x1~1|nor_conv_3x3~2|', 'num_classes': 120}"
13364,13364,"{'name': 'infer.tiny', 'C': 16, 'N': 5, 'arch_str': '|avg_pool_3x3~0|+|nor_conv_1x1~0|nor_conv_3x3~1|+|nor_conv_3x3~0|nor_conv_1x1~1|nor_conv_1x1~2|', 'num_classes': 120}"
13365,13365,"{'name': 'infer.tiny', 'C': 16, 'N': 5, 'arch_str': '|nor_conv_3x3~0|+|none~0|nor_conv_1x1~1|+|none~0|skip_connect~1|none~2|', 'num_classes': 120}"
13366,13366,"{'name': 'infer.tiny', 'C': 16, 'N': 5, 'arch_str': '|avg_pool_3x3~0|+|nor_conv_1x1~0|skip_connect~1|+|nor_conv_3x3~0|nor_conv_1x1~1|nor_conv_1x1~2|', 'num_classes': 120}"
13367,13367,"{'name': 'infer.tiny', 'C': 16, 'N': 5, 'arch_str': '|avg_pool_3x3~0|+|skip_connect~0|nor_conv_1x1~1|+|nor_conv_1x1~0|none~1|nor_conv_3x3~2|', 'num_classes': 120}"
13368,13368,"{'name': 'infer.tiny', 'C': 16, 'N': 5, 'arch_str': '|nor_conv_3x3~0|+|avg_pool_3x3~0|none~1|+|nor_conv_3x3~0|nor_conv_3x3~1|skip_connect~2|', 'num_classes': 120}"
13369,13369,"{'name': 'infer.tiny', 'C': 16, 'N': 5, 'arch_str': '|none~0|+|avg_pool_3x3~0|nor_conv_1x1~1|+|none~0|none~1|avg_pool_3x3~2|', 'num_classes': 120}"
13370,13370,"{'name': 'infer.tiny', 'C': 16, 'N': 5, 'arch_str': '|skip_connect~0|+|nor_conv_1x1~0|skip_connect~1|+|skip_connect~0|nor_conv_1x1~1|nor_conv_1x1~2|', 'num_classes': 120}"
13371,13371,"{'name': 'infer.tiny', 'C': 16, 'N': 5, 'arch_str': '|nor_conv_3x3~0|+|nor_conv_1x1~0|nor_conv_3x3~1|+|avg_pool_3x3~0|skip_connect~1|nor_conv_3x3~2|', 'num_classes': 120}"
13372,13372,"{'name': 'infer.tiny', 'C': 16, 'N': 5, 'arch_str': '|nor_conv_3x3~0|+|skip_connect~0|skip_connect~1|+|avg_pool_3x3~0|nor_conv_3x3~1|none~2|', 'num_classes': 120}"
13373,13373,"{'name': 'infer.tiny', 'C': 16, 'N': 5, 'arch_str': '|nor_conv_1x1~0|+|nor_conv_1x1~0|nor_conv_3x3~1|+|none~0|skip_connect~1|nor_conv_1x1~2|', 'num_classes': 120}"
13374,13374,"{'name': 'infer.tiny', 'C': 16, 'N': 5, 'arch_str': '|nor_conv_3x3~0|+|skip_connect~0|skip_connect~1|+|nor_conv_3x3~0|avg_pool_3x3~1|nor_conv_3x3~2|', 'num_classes': 120}"
13375,13375,"{'name': 'infer.tiny', 'C': 16, 'N': 5, 'arch_str': '|none~0|+|nor_conv_1x1~0|nor_conv_1x1~1|+|nor_conv_3x3~0|avg_pool_3x3~1|nor_conv_1x1~2|', 'num_classes': 120}"
13376,13376,"{'name': 'infer.tiny', 'C': 16, 'N': 5, 'arch_str': '|skip_connect~0|+|nor_conv_3x3~0|nor_conv_3x3~1|+|none~0|skip_connect~1|nor_conv_3x3~2|', 'num_classes': 120}"
13377,13377,"{'name': 'infer.tiny', 'C': 16, 'N': 5, 'arch_str': '|nor_conv_3x3~0|+|none~0|nor_conv_3x3~1|+|nor_conv_3x3~0|avg_pool_3x3~1|none~2|', 'num_classes': 120}"
13378,13378,"{'name': 'infer.tiny', 'C': 16, 'N': 5, 'arch_str': '|avg_pool_3x3~0|+|none~0|nor_conv_1x1~1|+|none~0|none~1|avg_pool_3x3~2|', 'num_classes': 120}"
13379,13379,"{'name': 'infer.tiny', 'C': 16, 'N': 5, 'arch_str': '|nor_conv_1x1~0|+|skip_connect~0|avg_pool_3x3~1|+|nor_conv_3x3~0|skip_connect~1|nor_conv_3x3~2|', 'num_classes': 120}"
13380,13380,"{'name': 'infer.tiny', 'C': 16, 'N': 5, 'arch_str': '|nor_conv_3x3~0|+|none~0|none~1|+|skip_connect~0|none~1|avg_pool_3x3~2|', 'num_classes': 120}"
13381,13381,"{'name': 'infer.tiny', 'C': 16, 'N': 5, 'arch_str': '|nor_conv_1x1~0|+|skip_connect~0|nor_conv_3x3~1|+|skip_connect~0|nor_conv_3x3~1|none~2|', 'num_classes': 120}"
13382,13382,"{'name': 'infer.tiny', 'C': 16, 'N': 5, 'arch_str': '|nor_conv_3x3~0|+|nor_conv_3x3~0|nor_conv_1x1~1|+|nor_conv_3x3~0|avg_pool_3x3~1|nor_conv_3x3~2|', 'num_classes': 120}"
13383,13383,"{'name': 'infer.tiny', 'C': 16, 'N': 5, 'arch_str': '|nor_conv_3x3~0|+|skip_connect~0|none~1|+|nor_conv_1x1~0|avg_pool_3x3~1|nor_conv_3x3~2|', 'num_classes': 120}"
13384,13384,"{'name': 'infer.tiny', 'C': 16, 'N': 5, 'arch_str': '|none~0|+|nor_conv_3x3~0|skip_connect~1|+|nor_conv_1x1~0|skip_connect~1|none~2|', 'num_classes': 120}"
13385,13385,"{'name': 'infer.tiny', 'C': 16, 'N': 5, 'arch_str': '|none~0|+|nor_conv_1x1~0|skip_connect~1|+|avg_pool_3x3~0|nor_conv_3x3~1|avg_pool_3x3~2|', 'num_classes': 120}"
13386,13386,"{'name': 'infer.tiny', 'C': 16, 'N': 5, 'arch_str': '|none~0|+|none~0|none~1|+|skip_connect~0|avg_pool_3x3~1|nor_conv_1x1~2|', 'num_classes': 120}"
13387,13387,"{'name': 'infer.tiny', 'C': 16, 'N': 5, 'arch_str': '|none~0|+|none~0|none~1|+|nor_conv_3x3~0|none~1|skip_connect~2|', 'num_classes': 120}"
13388,13388,"{'name': 'infer.tiny', 'C': 16, 'N': 5, 'arch_str': '|nor_conv_1x1~0|+|avg_pool_3x3~0|nor_conv_3x3~1|+|avg_pool_3x3~0|none~1|nor_conv_3x3~2|', 'num_classes': 120}"
13389,13389,"{'name': 'infer.tiny', 'C': 16, 'N': 5, 'arch_str': '|nor_conv_3x3~0|+|avg_pool_3x3~0|none~1|+|skip_connect~0|skip_connect~1|none~2|', 'num_classes': 120}"
13390,13390,"{'name': 'infer.tiny', 'C': 16, 'N': 5, 'arch_str': '|nor_conv_3x3~0|+|nor_conv_3x3~0|nor_conv_1x1~1|+|skip_connect~0|nor_conv_3x3~1|nor_conv_1x1~2|', 'num_classes': 120}"
13391,13391,"{'name': 'infer.tiny', 'C': 16, 'N': 5, 'arch_str': '|nor_conv_3x3~0|+|nor_conv_1x1~0|skip_connect~1|+|nor_conv_1x1~0|avg_pool_3x3~1|none~2|', 'num_classes': 120}"
13392,13392,"{'name': 'infer.tiny', 'C': 16, 'N': 5, 'arch_str': '|skip_connect~0|+|nor_conv_1x1~0|skip_connect~1|+|skip_connect~0|skip_connect~1|avg_pool_3x3~2|', 'num_classes': 120}"
13393,13393,"{'name': 'infer.tiny', 'C': 16, 'N': 5, 'arch_str': '|nor_conv_3x3~0|+|none~0|skip_connect~1|+|nor_conv_3x3~0|nor_conv_1x1~1|nor_conv_1x1~2|', 'num_classes': 120}"
13394,13394,"{'name': 'infer.tiny', 'C': 16, 'N': 5, 'arch_str': '|skip_connect~0|+|skip_connect~0|nor_conv_3x3~1|+|skip_connect~0|none~1|skip_connect~2|', 'num_classes': 120}"
13395,13395,"{'name': 'infer.tiny', 'C': 16, 'N': 5, 'arch_str': '|none~0|+|nor_conv_3x3~0|none~1|+|avg_pool_3x3~0|nor_conv_3x3~1|avg_pool_3x3~2|', 'num_classes': 120}"
13396,13396,"{'name': 'infer.tiny', 'C': 16, 'N': 5, 'arch_str': '|avg_pool_3x3~0|+|avg_pool_3x3~0|nor_conv_1x1~1|+|nor_conv_3x3~0|none~1|nor_conv_1x1~2|', 'num_classes': 120}"
13397,13397,"{'name': 'infer.tiny', 'C': 16, 'N': 5, 'arch_str': '|avg_pool_3x3~0|+|skip_connect~0|none~1|+|none~0|none~1|nor_conv_3x3~2|', 'num_classes': 120}"
13398,13398,"{'name': 'infer.tiny', 'C': 16, 'N': 5, 'arch_str': '|skip_connect~0|+|nor_conv_3x3~0|avg_pool_3x3~1|+|nor_conv_1x1~0|none~1|nor_conv_3x3~2|', 'num_classes': 120}"
13399,13399,"{'name': 'infer.tiny', 'C': 16, 'N': 5, 'arch_str': '|nor_conv_3x3~0|+|nor_conv_1x1~0|none~1|+|nor_conv_1x1~0|nor_conv_1x1~1|avg_pool_3x3~2|', 'num_classes': 120}"
13400,13400,"{'name': 'infer.tiny', 'C': 16, 'N': 5, 'arch_str': '|skip_connect~0|+|nor_conv_1x1~0|skip_connect~1|+|avg_pool_3x3~0|nor_conv_3x3~1|nor_conv_1x1~2|', 'num_classes': 120}"
